1.149482	0.17747673	0.39757106	0.67012966	0.7123991	-0.6398589	1.2042116	0.59634256	-0.72527325	-0.15913437
0.955182	-0.028206913	0.48264313	0.69470406	0.50476635	-0.29283032	0.9832832	0.4767139	-0.6805602	-1.0290825
0.8378243	-0.08577221	0.64685106	0.5884896	0.63867897	-0.6794619	0.9123988	0.21597764	-0.90789956	-0.79756135
0.45172414	-0.37387145	0.7712533	0.7895591	0.22263923	0.008177002	1.4571903	0.090800844	-0.5244271	-1.0331514
0.13166426	0.7496697	1.198894	0.6183959	0.6620552	-0.49383762	1.5138018	1.1197455	-0.5088164	-0.4686383
0.583933	-0.13412188	0.502501	0.82794356	0.50100166	-0.07194725	1.2404501	0.1222073	-0.6351935	-0.6169544
0.99997693	0.11724966	0.75583816	0.17603913	0.7384882	-0.40342492	1.5797516	0.5219266	-0.4321525	-0.6882626
0.51055276	1.1420755	0.88879013	0.38413084	0.4585499	-0.3444734	1.6843201	0.6704233	-0.7318285	-0.8462655
0.60181457	0.76605	0.9289803	1.0331154	-0.16401114	-0.41850165	1.4323379	-0.40120986	-0.8691372	0.8456607
0.9715983	-0.13794054	0.34341487	0.6661838	0.55745935	-0.37462378	1.3129226	0.10170927	-0.9010726	-0.541349
0.6260901	-0.06433139	0.53441447	0.7101385	0.76244485	-0.60530555	1.2998734	0.1776737	-0.8513051	-0.18312004
0.8270664	0.057702906	0.7376389	0.41390145	0.8083848	-0.42396832	1.6583846	0.9460276	-0.7226004	-0.40240696
1.405234	-0.2633249	0.63190114	0.25435984	0.8563692	-0.6702013	1.4545654	0.88766134	-0.8985332	-0.20078444
1.0739855	-0.4794721	0.5172417	0.5354669	0.58987564	-0.25657657	1.475904	0.18230209	-0.4278808	-0.5727069
1.1155827	-0.35653332	0.2907557	0.8692407	0.4287604	-0.11679658	1.4989948	0.5978845	-0.3826477	-0.82819426
0.85948205	-0.42676738	0.63786685	0.7065857	0.3274734	0.0808493	1.5995663	0.4566648	-0.3399672	-0.14137912
0.15146452	-0.71969557	0.1824272	1.0223532	1.068712	-0.051344767	2.0556989	-0.42112887	-0.56750137	-0.273507
0.72533077	-0.39662847	0.5519651	0.8013775	0.6547717	-0.81585306	1.1918818	0.031326454	-1.0037847	-0.5006948
0.17216554	0.83237636	1.440427	0.4792978	0.8903238	-1.0844632	1.6073049	1.041857	-0.39559624	-0.8779469
0.8249704	-0.3198513	0.909655	0.43295005	0.61649877	-0.6818245	1.322585	0.55107594	-0.8840243	-0.72961754
0.907395	-0.28467137	0.5882726	0.7756848	0.41421944	0.09709717	1.4243574	0.9253545	-0.3711571	-0.93577415
0.7150119	-0.48014596	0.61435103	0.7432333	0.6801905	-0.54232377	1.3788066	0.585552	-0.9778197	-0.34531966
0.97138894	-0.4723304	0.55122155	0.33764994	0.8650852	-0.1235919	1.2734523	0.49875596	-0.7520844	-0.56601
1.2996242	-0.41369572	0.52708465	0.7753285	0.22893077	-0.08343496	1.2423804	0.7272979	-0.41790193	-0.88852906
0.8139033	-0.24224004	0.5194214	0.48034012	0.64732575	-0.24716082	1.5026965	0.060563896	-0.72064036	-0.6670272
1.0637302	-0.005976786	0.48637176	0.8785828	0.15686351	-0.42908603	1.2626272	0.3070928	-0.6951265	-0.56695485
0.79955125	0.33122647	1.3224593	0.38676196	-0.27517733	0.48302627	1.86759	0.85774297	-0.7013359	-0.6712492
1.0553592	-0.1878439	0.37833607	0.48649672	0.6630254	0.030306598	1.5471834	0.49267828	-0.41317087	-0.6179973
1.1732037	-0.8168563	1.0511514	0.27498108	0.9666523	-1.2259216	1.716533	-0.3419937	0.7489419	-1.1835222
